"","NU_IDADE","TP_SEXO","TP_ESCOLA","TP_ENSINO","SG_UF_PROVA","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","TX_RESPOSTAS_CN","TX_RESPOSTAS_CH","TX_RESPOSTAS_LC","TX_RESPOSTAS_MT","TP_LINGUA","TX_GABARITO_CN","TX_GABARITO_CH","TX_GABARITO_LC","TX_GABARITO_MT"
"626",21,"F",1,NA,"CE",579.1,595.9,554,416.8,"DACBBDECBBEAABBBCAABBECECEDDDCDADBBAAADDDEADE","CDDECAAEAAAABEDAAABBDBECBADEBAADAECAAEADCCCED","AEEBB99999BBAEDAADCEDDBEEADBDADBBCAEADBAEACAAEDDAE","BCEBAABDEECBAEBCEBBCCBCCAEAAACAABDEBCCBBACEAB",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"627",18,"F",1,NA,"MG",394.9,514.4,568.1,581.3,"DAEDBCAABEDBECAEBABCCDDCBADBEBADECAAECDEABBCE","CDBCBABCEDAABEAEBAECDBBECEABBCEDAEBDBBCACDECA","EDEAE99999BDBECAECCEDDAEDAAEBCDBBCDEADBECABDAEDDBE","CADADBCEBDCCAABDBEABDAEBBDCEBABEDBEAECDCABDCE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"628",18,"F",1,NA,"PR",512,599.4,591.7,582.4,"CACCCBDCDBBEABBBAEEDBCABADABCEDBCBCCCDECDABED","BDEECACBEABDBCDEAEBCEDBAEADBEABAACCCAEBBCDCCE","99999EDBAEBDBDDABDBEBDCECADEDEDBBCDDADBCEAADADDDCE","AADAECBCDDCAEDBCCEABCBDDABADBADDABEBABDEEDADA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"629",30,"F",1,NA,"BA",478.4,535.4,532.2,390.4,"EC*ECADEBEBEEECEAAACDAECEEDACABABBCAABDACEBDD","BEDECABECDABBCDEDCAEAEBCAEDBDEBBEEABDCBBCCDEC","99999BCADDBDACDABDEEBDBEEADEDCCBBDBACEBEBEABADDACD","DBBBCCBADCACBCABDEEECBCCBCCABCCCADCCCDECBCEBE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"630",19,"F",1,NA,"RN",616.9,655.6,599.6,857.9,"ADEBDABDBBEDDCBDBBADEDBBACDADDDBDBBDBABBBBBB*","CDEECADBEABEBDDBEEBEDDDCDAEDBEBBDBCBAABDCCCCE","99999EDBCEDDBEDA.ECACDEEBADEAADBBCDEADBCEADDDCDDCA","DDBCCECCBDBAEBBDCDADDCCBCECCBEDCDAEABBBABBECD",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"631",27,"M",1,NA,"PB",560,527.1,537.6,396.8,"BDCBACDECBDEECBDCEADBCEADDECCEBBBACCDBECEEECD","BCBECBCDCBABBEDAECABCABACAECBEACCCADCBDBDCABA","BCCEE99999BEDEAABDEDBDBEAABEDEDBBECEBEECBABCDADDCD","BCDCDAEDACBCBDCABCBADDDEBABBBDEABDEDCBABCCBAE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"632",18,"F",1,NA,"SP",593.5,654.7,575.3,598,"BEBEBABABEECCDEBBDADEBBCADECAAABAEDCAEEDBEEBE","CDBECDDEEBEEBEDAECDCCDCEEAEDDCBBAECCDEBCADADA","DDBDE99999BDDEDAAEBEBDAEAADEAEEBBADEADBACDBBBCDBAA","*EDAEBACBDBABBBACBCBCBCEDCEABCEBAAECEABDECEBE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"633",20,"F",1,NA,"MG",532,547.1,564.3,465.8,"BDEDEDBAAEEADCBEBAECDBAEADBDEACABACDCBDCDEBAD","BDCEAAAEABABEBDAEBAECABADADABEABAEACEBCDCDDEC","DDEDE99999BDEBCAABCECBDBDAEECEABBACAADBEBACADEDDCE","CACABCBCDACEBCDADBABCACECEABDBCEDBCBCCDADAEDC",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"634",18,"F",1,NA,"RS",438.8,582.1,520.1,520.9,"DDEECCABEBEEBAEBECCCDABABDDBEBEDBAEDDCEECABAC","EDBEBAAEEABABEDAABAECBBEDBEBCDECAEBDAACBCCDEC","99999ECBEECDDEEAEDBDBBBEEACACDABBDDBABCAEDCBAADDCE","BCCBAACCBCBBCABCCAABDABCBCBDBCBDBDCCCEECBCACC",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"635",26,"M",1,NA,"MG",527.3,621.7,529.5,443.3,"EDBDDBBDBBEDCDCCADAEDCCCDCDBCBCAACDBBBCCCEDEA","CDDECADEDEADBDDAEDACBBDADAEDBABDAADCBEECCAEBE","99999DDAEDBDABAABBAEDDDEAAEEACDBBDCCDDBACABDCEBDCA","DCDCDDEDCDAABEBDDCDBDBDBCCDABBDBEABDEECDBDBBA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"636",31,"M",1,NA,"DF",427.4,436.2,582.4,395.3,"BACEBACCBEDCBACDDBECECAACBDCABECDBABCDAECADEE","EDDCAEACCDBEBCEADCABABBADEDCEEABDBADDBCAADACC","DDBCE99999BCAECAEBCEBDBEEADEDCBEBEAEADBCEABCAEDDCE","BAABCAEDABBCECABCDBAEACDBACDBBAECEBACDAABDACE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"637",26,"M",1,NA,"SP",448.7,530.6,468.2,469.1,"BDBDCDBECCDEBABCDADDBEBEADBEECBADDCDACAABDBCC","CADAAEABEECEBCADEEADBDCEDAEEADAEEABDDBEDCDCAB","ADBEE99999BCBBDABBBACEEEECEDCBBCDEDABBDDDABCACBDCB","BEBCACACCBAAEDEAACABCBCBCCABACBCDCBDBCDDCABAD",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"638",20,"F",1,NA,"MG",578,520.8,566.2,613.6,"BACDAABDBBECBCBCBAACAEBBBDEAEDDABDAACCEBDEACE","DDDECABEDABCABDEAEBDDBBACEECEAEDACCECBADEDECC","99999EDCDEBCBADAEBAECEAECAAEDCABBDDDADBABABDADBDCA","CEAACCECBDBABEBCCEABEBADCAECBCDCADEBCEBAEDDBC",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"639",20,"F",1,NA,"PE",442.2,546.4,531.4,436,"DDEBADBECCEABEABAAEDDEAECABDECDCDBCDAABBBEBBA","EDDDACDBDADCBDAADCABADDBDABEDAEBACDCABACCCAEC","99999DCBCEBDBBBAADEEBDBBEEBEECDBBAEEADBAECDAADDDBA","EADAECACAAECBDCAEAABDABEADBECEDEBBCAECEEACADE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"640",39,"M",1,NA,"RN",585.2,649.5,589.8,464.5,"ADEBABAEBBEAECBACAAEDDECABEBEEBCAACADBEDBAAAE","CDAECADBEBBBBCDAEEADDDBEEAABBABBAECDCEBDCCCEC","DDEEE99999BDAECAEACDDBAEBADEDCEBAECEADBEEABEAEDDCD","AEAAAADADABABCEADBABABEBCCCBEBADAACACEAABCABA",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"641",28,"M",1,NA,"SP",574.3,591.8,502.1,455.8,"DBDBEEBCCECBCDDEBBADBBBDACEDBDBCCDDCBDDDDEAEB","BDCEAADBABBCBBDDDCAEBDCBEBEAECBDAACCEBADDECEC","99999ACBCEBABECAACCDBECBBADBDAEEBCCEDBBAECAEDDBDCE","DCAABAEADDAAEBADDEBECCCBAACBBDCBABAEEDCBDCBCB",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"642",22,"F",1,NA,"RS",455.2,577.3,555.7,467.6,"DDBCCDDEDECBCEBEDCEACBAAAADEECBCCDACDBDBCADAD","BDDEBADBAEDEBCEAEEAEDDBDDEEEBAADECCEAEBACEACA","ACADE99999BCADDABADEBDBEAAAECADBBCDEAEBDCABEADDACE","CEBCADCCDEDEDCEEABABBBDCCEEDCDECCBBBCABDCECAE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"643",26,"F",1,NA,"MG",467.1,472.1,454.5,408.7,"BDAECADDBCDACEBEBCADAEBEBDABCBDBACEEBC*DBDBAA","EDDECABECDAABEBAACBDD*ABBDCECACEBABCDBECDABBC","99999DBCAEBADEACECECBADECAEABDCBADDBDBCECACEBDDACE","BDBABCBEDACDECCEBDCBDCAEBEDBACAEBCBEDCEDABD*A",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"644",19,"F",1,NA,"MA",415.3,511.4,402.9,377.7,"CDCCDCAABCDBBCBDAABDDCBCBCBADCDCDADBDDBADDEAA","EDBDBCBEDBBABCABCCABBBAABABDBBABABBCCCABADCAA","99999BDDBBBCBCADBDBEBBBAABBBCCBBCEBDBACCCACABAAACC","DADAACBCBCDEBCACEADECBCCCBDBAAACDEEBDCBCBCBDA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"645",18,"M",2,1,"CE",535.7,630.9,541.8,505.3,"BDDBCCDEDEEEADBEEAADCBBAADEDCCBCDDBDCBBDAEBDC","EDAEAADEEABABEDEECAECDAEEAEDAAEBACCADDBDCDEEC","DDBBE99999DDAADABCEECCBBEADEACABBCAEBDBEBAABEDDDCB","AADBACBCEECADCADCEABACEABCDDABCDDBADCDEBCAECA",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"646",20,"F",1,NA,"MG",545.3,431.4,503.8,515.2,"CDCDCADCBBDECDBEBCADBBEDECDADEACBACADBBCDCDAA","CBDEAEDBDACEACBBDBDBCAEBBEABCABDCDCDDEADEAECE","ECBDB99999BDAEECBDCDDECEEADECADBAEDBBCECECBEDCDBBE","DDCCEBAADCAAEDCADBAECEECDCDEBDDAADEDCEAABBEBC",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"647",24,"F",1,NA,"MT",514.1,610.2,546.2,501.4,"BDEBCBCEBBEEDEEDBEEDBCEBEABAEBEDDBDBEAECAABDA","CDDECADBCDBABADDAECACDBEDAEBBEBDACADAEBCCCDAC","99999EDBEBBCDEAADDCEDECECADEDCDEDCCEADBAEABCAEAEBA","DBADBCCEADDEBCADDEAACADDAEDABCECABCBCEBEEAEAB",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"648",19,"M",1,NA,"GO",532,524.8,476.4,610.3,"BEECDCADCBECBBDCABCEBCBCAECDBBEDCDABCDACBEADB","EDDDCAADEADBCECCBCBEAAAABBADBAADCCDDDCCCCBDCE","ECBEA99999BEDEBAABADAABECAEDCCEBACEBCEBDCEADEDDEBD","BACCAEACBBABDBBBDBABBBABBDCABDBCBBCECBBCBBBCB",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"649",17,"M",1,NA,"RJ",508.7,492.5,519.1,504.6,"CBEDCDECCBEBCAEBDCCDBACAADEAACBABCBDDCDEDADAC","BEEEBCABDEACEEBADECEBCCADADEEDABAACCBABCEBBCA","99999DABBCBBAEEABBDCAEAEADAEACABACDDCDBCEABDADDABA","ABBAECCDAECBDCCADAABBBDABCBCDBBEDBAECBDEBCECA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"650",24,"F",1,NA,"SP",396.7,499.4,511.3,374,"BCADACCABECBACAECBEDCADCBEBAAEBCBCDCADDADACED","DDDEAEBECADEDEDDADCEAEABBCBADCCAAEDAACBCAADDC","99999DCCAEBADECAEBEDADBEAAAEDCDBACDBDDBEBBAEAEABBA","CABBBDDECECBBCBADBDDCABDACBEECDCABDCCDDCBDBEB",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"651",17,"F",2,1,"MG",555.2,531.7,571.4,621.5,"AEEDEDDCBBEEBCAEBAADBBCDCDBBCECCEAEADBACAEDBA","BECDADCADACCBCAADBBBCDBADAECBEBDABEECDBACCACC","DCCDA99999DDAEDAABCECDAEEAAEDCDBBCBEEDBEADCAADEDBC","BECABCACBDEAECEEACABDCBEADADBCBBDBECDBDDAEEBB",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"652",23,"F",1,NA,"RS",471.2,416.3,506.1,386.3,"CDBCBCDBBBEBABDDCAEDACAACCDECCDCBABDCECBCEBED","BEBDBACEBEBCBDEDCECADECCABBDEDBDCDDEADAACBDAC","99999ACADBBCAEAAADDEABCAAAEEEEDBBBDDDDBEEAAEADEDAE","ADCBCCBDCBDDDCCEDBECCACBCDDEBCDECEDAEAEABCCCA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"653",24,"F",1,NA,"PR",468.3,455.1,485.5,400.3,"DDCCDECBBCEDAAAEBEACDAACCCEAEDBBBDEBADBCDABDA","EAADBACABBCBBEAAAEBEDBBAACAADADAEAADDBEECCDBA","99999ECCCEBBAEAEEACEDDAEAEECEEBBDEEACBBDEACABDAAAE","DBCAABBDECCBBEECEDACBAEEDCABDEBCCBDEDAACCDDEC",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"654",35,"F",1,NA,"SP",607.3,572.9,573.4,550.1,"EECBCEBCBBEEAACABAEDEBECCCEACDEDBBCDCBEBAEBBE","BDBECADEEAAEBAEADCAEBAAEDCDEAEBDECACAEADCDDDC","DDCEA99999BDBEEAADAECDBEAAEEBEDAAEDDADBCEABAAEACCB","DAABCCDEEAEBDABDAEABDCDAAEBCECDACBECDEADCBEBB",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"655",23,"F",1,NA,"SC",569,596.8,598.5,457.5,"ACCCCADABBEECCCACDACABCBABAACABBCDBACAEDBECBA","CCAEAADBDBAEBEDAAEAEAEBAAAEEBDBBAEADACABCDCEC","99999ECBEEBDAEDDBECECDDEBAAAACDBBBCEADBCAACEACADCB","EBDABCCDCECBDBCCCEAABDDBCEBCCDCDBBBBCCDBACBEB",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"656",18,"F",1,NA,"SP",530.3,562.8,549.8,510,"DEEECBAADBDDCCBBDDDCBACAACAAEDDDBACBBDDDEABDE","BDABCDABDCAACEDBEEDECBAEDAEDBDEAA.AEDDBDCDCEA","EEDDE99999DDBEDAABBECDDECADADAABBECEADBBEBAAEDEDCE","EBCCACDCACBCECEEEDACCCEACEEDBABBDBDADAEDBCDEA",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"657",17,"M",3,1,"AM",618.6,651.7,589.2,603.2,"BEDBEEBCCBEEBDCCABDCEDBBACCAEDBEABCCABBCBEBAE","CDBECADBECADBEBAECBEEDBBDBEDDEBBEECCDCBDCCCEE","DBAEC99999BDAEDAABCBCDCBBAAEDBEBBCCEADBCEAADAEDDCB","ACDAEBBCBEAAEEBCADABEBAACDEBBBEDCBCDEBEEACEAD",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"658",19,"F",1,NA,"SP",432.6,568.2,543.5,604.7,"BCDBDAECADAACEABDBDBECCDEABDDBAACDBEADECAEBDD","CDACCABEDABABADBECADBDBABBABBABACEBCEADBECDBA","BDEDE99999BDBDAEBDCECDBECADEDCDBADDDACCDAACEADDABE","BCCACBDAADBAACBDCDABDCDCBEACBBDACBBDDCEADEDBC",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"659",17,"F",2,1,"SP",552.1,593.4,593.7,424.6,"CACBACDCBBEECEEBDAEEEBDEEDADEDAADECCAEBDAEBBA","BDABCCAEEABBEEDAECAEDABCDAEAEEBDABACCCBDCCCEB","99999EDBDDBCADDABBCDCDAEEADEDAEBBEDEADBECABAADDDBD","BEACDCACDCADBCAEDBBAABEBBCDEBCDAABBCAADACEEEA",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"660",35,"M",1,NA,"SP",560.9,619.2,623.6,650.8,"BBEDCACDBBEAAADDAAADDEAEADAACBECCDADCBBABECAE","CDCECADBEABABADDDDBEDDBBDBEEDDBAAEADEEBCCDCCE","DDEDE99999BAAEDAABCEADBEEADEDEDBBBDEADBAEAADAEEDCB","EDACECAEBAABBCBECEABBCADBDACBDCAABEACBAEAECAA",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"661",24,"F",1,NA,"TO",486.8,529,513.2,386.6,"ADECCABEDDEAEAEBCAADBAAADCAACCDBCACEABBDEABAC","BCDDCAAEEAABDEDABCDDCADBCADCBADCBDBDEBDACECDE","99999DDBAEBADCAAADAEABDEDADCEABDBDDEABBDEDECADBDDE","EADBEAECBADCEABEDCECEABDCBEAEBCBDEAEBBCDBDBAE",1,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"662",22,"M",1,NA,"SP",576.8,613.4,614.1,397.8,"BAEDBAACBBEAABBDDEADBDDCAEBAEDCEADCCCDDCACADE","CDADCADBEABEBBCEEEAEBDBCDAEDEAEEAEAAEBBDCCDAC","DDCDE99999BDBEDAABCECDDEEADEDADBBEDEADBAEDAEAEADCC","DBCAEAADAEECBCAEDCBCCBBECEDADBDBDBECDBCCCBECE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
"663",18,"F",1,NA,"RS",607.4,614.1,534.8,617,"BEBBCEACCBEDADBEABADDBADAAEACBDCBECCDBECAECBE","CDBECADBBABCBEDDDECEBBBADAEDBEBAABBBADBACCDCD","DCBDA99999BBABBAABCDDEAE.ABADEABBBD*DDB.BAABDDBDCA","ABDCECAABAAAEBCCCEABAAAEACBCBBBDCDEAACCDBEACE",0,"DEEBDABCBBEDDCBABCADECEBAADAAECDCBCCDACDEEAAE","CDDECADBEABDBEDAECAEBDAEBAEDBDBBAECDAEBCCCCDE","DDCDEEDBEEBDAEDAABCECDAEBADEDEDBBBDEABBCCABAAEDDCB","ADBCCECBBDBAEBBDDDABDCCDEDECBEACDAEAABBACEECD"
